month,tg
1,3.6322479248046875
2,-2.9555492401123047
3,-1.7355823516845703
4,4.180340766906738
5,3.0198545455932617
6,2.010204315185547
7,2.723602294921875
8,2.4330787658691406
9,0.9500398635864258
10,0.9957599639892578
11,0.7577018737792969
12,2.603731393814087
